"Chr","Start","End","Count","Diff","IBS_ratio"
"Chr06",28900000,29400000,2,0,100
"Chr06",2.9e+07,29500000,17,0,100
"Chr06",29100000,29600000,21,0,100
"Chr06",29200000,29700000,22,0,100
"Chr06",29300000,29800000,26,0,100
"Chr06",29400000,29900000,26,0,100
"Chr06",29500000,3e+07,17,0,100
"Chr06",29600000,30100000,15,0,100
"Chr06",29700000,30200000,14,0,100
"Chr06",29800000,30300000,11,0,100
"Chr06",29900000,30400000,13,0,100
"Chr06",3e+07,30500000,11,0,100
"Chr06",30100000,30600000,9,0,100
"Chr06",30200000,30700000,7,0,100
"Chr06",30300000,30800000,6,0,100
"Chr06",30400000,30900000,4,0,100
"Chr06",30500000,3.1e+07,3,0,100
"Chr06",30600000,31100000,8,0,100
"Chr06",30700000,31200000,8,0,100
"Chr06",30800000,31300000,9,0,100
"Chr06",30900000,31400000,9,0,100
"Chr06",3.1e+07,31500000,6,0,100
"Chr06",31100000,31600000,1,0,100
"Chr06",31200000,31700000,1,0,100
"Chr07",0,5e+05,6,0,100
"Chr07",1e+05,6e+05,5,0,100
"Chr07",2e+05,7e+05,1,0,100
"Chr07",3e+05,8e+05,1,0,100
"Chr07",5e+05,1e+06,9,0,100
"Chr07",6e+05,1100000,10,0,100
"Chr07",7e+05,1200000,17,0,100
"Chr07",8e+05,1300000,23,0,100
"Chr07",9e+05,1400000,25,0,100
"Chr07",1e+06,1500000,16,0,100
"Chr07",1100000,1600000,15,0,100
"Chr07",1200000,1700000,10,0,100
"Chr07",1300000,1800000,4,0,100
"Chr07",1400000,1900000,3,0,100
"Chr07",1500000,2e+06,6,0,100
"Chr07",1600000,2100000,13,0,100
"Chr07",1700000,2200000,12,0,100
"Chr07",1800000,2300000,12,0,100
"Chr07",1900000,2400000,12,0,100
"Chr07",2e+06,2500000,10,0,100
"Chr07",2100000,2600000,13,2,84.62
"Chr07",2200000,2700000,14,3,78.57
"Chr07",2300000,2800000,17,3,82.35
"Chr07",2400000,2900000,34,3,91.18
"Chr07",2500000,3e+06,47,3,93.62
"Chr07",2600000,3100000,37,1,97.3
"Chr07",2700000,3200000,49,0,100
"Chr07",2800000,3300000,52,0,100
"Chr07",2900000,3400000,45,0,100
"Chr07",3e+06,3500000,33,0,100
"Chr07",3100000,3600000,44,0,100
"Chr07",3200000,3700000,38,0,100
"Chr07",3300000,3800000,38,0,100
"Chr07",3400000,3900000,32,0,100
"Chr07",3500000,4e+06,41,0,100
"Chr07",3600000,4100000,31,0,100
"Chr07",3700000,4200000,23,0,100
"Chr07",3800000,4300000,27,0,100
"Chr07",3900000,4400000,33,0,100
"Chr07",4e+06,4500000,23,0,100
"Chr07",4100000,4600000,22,0,100
"Chr07",4200000,4700000,25,0,100
"Chr07",4300000,4800000,15,0,100
"Chr07",4400000,4900000,6,0,100
"Chr07",4500000,5e+06,6,0,100
"Chr07",4600000,5100000,9,0,100
"Chr07",4700000,5200000,6,0,100
"Chr07",4800000,5300000,6,0,100
"Chr07",4900000,5400000,4,0,100
"Chr07",5e+06,5500000,3,0,100
"Chr07",5100000,5600000,2,0,100
"Chr07",5200000,5700000,2,0,100
"Chr07",5300000,5800000,2,0,100
"Chr07",5400000,5900000,4,0,100
"Chr07",5500000,6e+06,4,0,100
"Chr07",5600000,6100000,6,0,100
"Chr07",5700000,6200000,9,0,100
"Chr07",5800000,6300000,9,0,100
"Chr07",5900000,6400000,7,0,100
"Chr07",6e+06,6500000,7,0,100
"Chr07",6100000,6600000,3,0,100
"Chr07",6200000,6700000,1,0,100
"Chr07",6300000,6800000,4,1,75
"Chr07",6400000,6900000,4,1,75
"Chr07",6500000,7e+06,9,1,88.89
"Chr07",6600000,7100000,27,2,92.59
"Chr07",6700000,7200000,31,2,93.55
"Chr07",6800000,7300000,28,1,96.43
"Chr07",6900000,7400000,28,1,96.43
"Chr07",7e+06,7500000,23,1,95.65
"Chr07",7100000,7600000,5,0,100
"Chr07",7700000,8200000,4,0,100
"Chr07",7800000,8300000,6,0,100
"Chr07",7900000,8400000,10,0,100
"Chr07",8e+06,8500000,17,0,100
"Chr07",8100000,8600000,34,0,100
"Chr07",8200000,8700000,43,0,100
"Chr07",8300000,8800000,64,1,98.44
"Chr07",8400000,8900000,74,1,98.65
"Chr07",8500000,9e+06,78,1,98.72
"Chr07",8600000,9100000,80,1,98.75
"Chr07",8700000,9200000,79,1,98.73
"Chr07",8800000,9300000,64,0,100
"Chr07",8900000,9400000,50,0,100
"Chr07",9e+06,9500000,42,0,100
"Chr07",9100000,9600000,24,0,100
"Chr07",9200000,9700000,12,0,100
"Chr07",9300000,9800000,4,0,100
"Chr07",9400000,9900000,4,0,100
"Chr07",9500000,1e+07,1,0,100
"Chr07",10600000,11100000,4,0,100
"Chr07",10700000,11200000,4,0,100
"Chr07",10800000,11300000,4,0,100
"Chr07",10900000,11400000,4,0,100
"Chr07",1.1e+07,11500000,4,0,100
"Chr07",11200000,11700000,1,0,100
"Chr07",11300000,11800000,5,0,100
"Chr07",11400000,11900000,5,0,100
"Chr07",11500000,1.2e+07,5,0,100
"Chr07",11600000,12100000,7,0,100
"Chr07",11700000,12200000,6,0,100
"Chr07",11800000,12300000,2,0,100
"Chr07",11900000,12400000,3,0,100
"Chr07",1.2e+07,12500000,4,0,100
"Chr07",12100000,12600000,3,0,100
"Chr07",12200000,12700000,4,0,100
"Chr07",12300000,12800000,5,0,100
"Chr07",12400000,12900000,5,0,100
"Chr07",12500000,1.3e+07,10,0,100
"Chr07",12600000,13100000,9,0,100
"Chr07",12700000,13200000,9,0,100
"Chr07",12800000,13300000,8,0,100
"Chr07",12900000,13400000,7,0,100
"Chr07",1.3e+07,13500000,1,0,100
"Chr07",13100000,13600000,1,0,100
"Chr07",14100000,14600000,5,0,100
"Chr07",14200000,14700000,17,0,100
"Chr07",14300000,14800000,31,0,100
"Chr07",14400000,14900000,32,0,100
"Chr07",14500000,1.5e+07,32,0,100
"Chr07",14600000,15100000,27,0,100
"Chr07",14700000,15200000,15,0,100
"Chr07",14800000,15300000,1,0,100
"Chr07",14900000,15400000,5,0,100
"Chr07",1.5e+07,15500000,6,0,100
"Chr07",15100000,15600000,6,0,100
"Chr07",15200000,15700000,12,0,100
"Chr07",15300000,15800000,12,0,100
"Chr07",15400000,15900000,11,0,100
"Chr07",15500000,1.6e+07,18,0,100
"Chr07",15600000,16100000,28,0,100
"Chr07",15700000,16200000,30,0,100
"Chr07",15800000,16300000,30,0,100
"Chr07",15900000,16400000,31,0,100
"Chr07",1.6e+07,16500000,23,0,100
"Chr07",16100000,16600000,13,0,100
"Chr07",16200000,16700000,5,0,100
"Chr07",16300000,16800000,5,0,100
"Chr07",16500000,1.7e+07,4,0,100
"Chr07",16600000,17100000,5,0,100
"Chr07",16700000,17200000,6,0,100
"Chr07",16800000,17300000,6,0,100
"Chr07",16900000,17400000,6,0,100
"Chr07",1.7e+07,17500000,2,0,100
"Chr07",17100000,17600000,1,0,100
"Chr07",17700000,18200000,9,0,100
"Chr07",17800000,18300000,13,0,100
"Chr07",17900000,18400000,15,0,100
"Chr07",1.8e+07,18500000,15,0,100
"Chr07",18100000,18600000,15,0,100
"Chr07",18200000,18700000,8,1,87.5
"Chr07",18300000,18800000,4,1,75
"Chr07",18400000,18900000,2,1,50
"Chr07",18500000,1.9e+07,2,1,50
"Chr07",18600000,19100000,3,1,66.67
"Chr07",18700000,19200000,4,0,100
"Chr07",18800000,19300000,8,0,100
"Chr07",18900000,19400000,20,0,100
"Chr07",1.9e+07,19500000,33,0,100
"Chr07",19100000,19600000,40,0,100
"Chr07",19200000,19700000,38,0,100
"Chr07",19300000,19800000,36,0,100
"Chr07",19400000,19900000,27,0,100
"Chr07",19500000,2e+07,20,3,85
"Chr07",19600000,20100000,12,3,75
"Chr07",19700000,20200000,11,3,72.73
"Chr07",19800000,20300000,9,3,66.67
"Chr07",19900000,20400000,9,3,66.67
"Chr07",2e+07,20500000,3,0,100
"Chr07",20100000,20600000,3,0,100
"Chr07",20200000,20700000,7,0,100
"Chr07",20300000,20800000,8,0,100
"Chr07",20400000,20900000,5,0,100
"Chr07",20500000,2.1e+07,5,0,100
"Chr07",20600000,21100000,5,0,100
"Chr07",20700000,21200000,1,0,100
"Chr07",21200000,21700000,21,0,100
"Chr07",21300000,21800000,34,0,100
"Chr07",21400000,21900000,41,0,100
"Chr07",21500000,2.2e+07,42,0,100
"Chr07",21600000,22100000,46,0,100
"Chr07",21700000,22200000,25,0,100
"Chr07",21800000,22300000,15,0,100
"Chr07",21900000,22400000,9,0,100
"Chr07",2.2e+07,22500000,8,0,100
"Chr07",22100000,22600000,7,0,100
"Chr07",22200000,22700000,7,0,100
"Chr07",22300000,22800000,4,0,100
"Chr07",22400000,22900000,4,0,100
"Chr07",22500000,2.3e+07,5,0,100
"Chr07",22600000,23100000,2,0,100
"Chr07",22700000,23200000,3,0,100
"Chr07",22800000,23300000,5,0,100
"Chr07",22900000,23400000,4,0,100
"Chr07",2.3e+07,23500000,9,0,100
"Chr07",23100000,23600000,18,0,100
"Chr07",23200000,23700000,21,0,100
"Chr07",23300000,23800000,33,0,100
"Chr07",23400000,23900000,41,0,100
"Chr07",23500000,2.4e+07,39,0,100
"Chr07",23600000,24100000,36,0,100
"Chr07",23700000,24200000,33,0,100
"Chr07",23800000,24300000,21,0,100
"Chr07",23900000,24400000,15,0,100
"Chr07",2.4e+07,24500000,11,0,100
"Chr07",24100000,24600000,8,0,100
"Chr07",24200000,24700000,9,0,100
"Chr07",24300000,24800000,9,0,100
"Chr07",24400000,24900000,7,0,100
"Chr07",24500000,2.5e+07,13,0,100
"Chr07",24600000,25100000,11,0,100
"Chr07",24700000,25200000,9,0,100
"Chr07",24800000,25300000,12,0,100
"Chr07",24900000,25400000,22,0,100
"Chr07",2.5e+07,25500000,22,0,100
"Chr07",25100000,25600000,23,0,100
"Chr07",25200000,25700000,28,0,100
"Chr07",25300000,25800000,31,0,100
"Chr07",25400000,25900000,31,0,100
"Chr07",25500000,2.6e+07,32,0,100
"Chr07",25600000,26100000,33,0,100
"Chr07",25700000,26200000,28,0,100
"Chr07",25800000,26300000,24,0,100
"Chr07",25900000,26400000,18,0,100
"Chr07",2.6e+07,26500000,14,0,100
"Chr07",26100000,26600000,12,1,91.67
"Chr07",26200000,26700000,14,2,85.71
"Chr07",26300000,26800000,14,2,85.71
"Chr07",26400000,26900000,13,2,84.62
"Chr07",26500000,2.7e+07,10,2,80
"Chr07",26600000,27100000,9,1,88.89
"Chr07",26700000,27200000,7,0,100
"Chr07",26800000,27300000,3,0,100
"Chr07",27100000,27600000,1,0,100
"Chr07",27200000,27700000,5,0,100
"Chr07",27300000,27800000,7,0,100
"Chr07",27400000,27900000,15,0,100
"Chr07",27500000,2.8e+07,18,0,100
"Chr07",27600000,28100000,18,0,100
"Chr07",27700000,28200000,25,0,100
"Chr07",27800000,28300000,32,0,100
"Chr07",27900000,28400000,28,0,100
"Chr07",2.8e+07,28500000,26,0,100
"Chr07",28100000,28600000,25,0,100
"Chr07",28200000,28700000,19,0,100
"Chr07",28300000,28800000,16,0,100
"Chr07",28400000,28900000,14,0,100
"Chr07",28500000,2.9e+07,14,0,100
"Chr07",28600000,29100000,15,0,100
"Chr07",28700000,29200000,14,0,100
"Chr07",28800000,29300000,9,0,100
"Chr07",28900000,29400000,8,0,100
"Chr07",2.9e+07,29500000,15,0,100
"Chr07",29100000,29600000,21,0,100
"Chr07",29200000,29700000,24,0,100
"Chr07",29300000,29800000,23,0,100
"Chr07",29400000,29900000,22,0,100
"Chr07",29500000,3e+07,14,0,100
"Chr07",29600000,30100000,7,0,100
"Chr08",0,5e+05,35,0,100
"Chr08",1e+05,6e+05,35,0,100
"Chr08",2e+05,7e+05,27,0,100
"Chr08",3e+05,8e+05,27,0,100
"Chr08",4e+05,9e+05,17,1,94.12
"Chr08",5e+05,1e+06,12,1,91.67
"Chr08",6e+05,1100000,8,1,87.5
"Chr08",7e+05,1200000,6,1,83.33
"Chr08",8e+05,1300000,1,1,0
"Chr08",1200000,1700000,1,0,100
"Chr08",1300000,1800000,1,0,100
"Chr08",1400000,1900000,1,0,100
"Chr08",1500000,2e+06,1,0,100
"Chr08",1600000,2100000,6,0,100
"Chr08",1700000,2200000,12,0,100
"Chr08",1800000,2300000,18,0,100
"Chr08",1900000,2400000,23,0,100
"Chr08",2e+06,2500000,27,0,100
"Chr08",2100000,2600000,23,0,100
"Chr08",2200000,2700000,19,0,100
"Chr08",2300000,2800000,15,0,100
"Chr08",2400000,2900000,11,0,100
"Chr08",2500000,3e+06,13,1,92.31
"Chr08",2600000,3100000,12,1,91.67
"Chr08",2700000,3200000,9,1,88.89
"Chr08",2800000,3300000,16,2,87.5
"Chr08",2900000,3400000,22,2,90.91
"Chr08",3e+06,3500000,22,1,95.45
"Chr08",3100000,3600000,30,1,96.67
"Chr08",3200000,3700000,36,1,97.22
"Chr08",3300000,3800000,32,0,100
"Chr08",3400000,3900000,28,0,100
"Chr08",3500000,4e+06,24,0,100
"Chr08",3600000,4100000,16,0,100
"Chr08",3700000,4200000,12,0,100
"Chr08",3800000,4300000,8,0,100
"Chr08",3900000,4400000,15,0,100
"Chr08",4e+06,4500000,13,0,100
"Chr08",4100000,4600000,21,0,100
"Chr08",4200000,4700000,21,0,100
"Chr08",4300000,4800000,21,0,100
"Chr08",4400000,4900000,11,0,100
"Chr08",4500000,5e+06,11,0,100
"Chr08",4600000,5100000,3,0,100
"Chr08",4700000,5200000,3,0,100
"Chr08",4800000,5300000,6,0,100
"Chr08",4900000,5400000,7,0,100
"Chr08",5e+06,5500000,9,0,100
"Chr08",5100000,5600000,9,0,100
"Chr08",5200000,5700000,7,0,100
"Chr08",5300000,5800000,4,0,100
"Chr08",5400000,5900000,3,0,100
"Chr08",5500000,6e+06,1,0,100
"Chr08",5600000,6100000,1,0,100
"Chr08",5700000,6200000,1,0,100
"Chr08",5900000,6400000,2,0,100
"Chr08",6e+06,6500000,5,0,100
"Chr08",6100000,6600000,8,0,100
"Chr08",6200000,6700000,8,0,100
"Chr08",6300000,6800000,9,1,88.89
"Chr08",6400000,6900000,7,1,85.71
"Chr08",6500000,7e+06,4,1,75
"Chr08",6600000,7100000,1,1,0
"Chr08",6700000,7200000,8,1,87.5
"Chr08",6800000,7300000,10,0,100
"Chr08",6900000,7400000,12,1,91.67
"Chr08",7e+06,7500000,20,1,95
"Chr08",7100000,7600000,22,1,95.45
"Chr08",7200000,7700000,15,1,93.33
"Chr08",7300000,7800000,13,1,92.31
"Chr08",7400000,7900000,11,0,100
"Chr08",7500000,8e+06,10,0,100
"Chr08",7600000,8100000,8,0,100
"Chr08",7700000,8200000,12,0,100
"Chr08",7800000,8300000,20,0,100
"Chr08",7900000,8400000,22,0,100
"Chr08",8e+06,8500000,16,1,93.75
"Chr08",8100000,8600000,17,1,94.12
"Chr08",8200000,8700000,31,1,96.77
"Chr08",8300000,8800000,28,2,92.86
"Chr08",8400000,8900000,28,2,92.86
"Chr08",8500000,9e+06,30,1,96.67
"Chr08",8600000,9100000,29,1,96.55
"Chr08",8700000,9200000,16,4,75
"Chr08",8800000,9300000,12,3,75
"Chr08",8900000,9400000,16,3,81.25
"Chr08",9e+06,9500000,14,3,78.57
"Chr08",9100000,9600000,16,3,81.25
"Chr08",9200000,9700000,15,0,100
"Chr08",9300000,9800000,17,0,100
"Chr08",9400000,9900000,11,0,100
"Chr08",9500000,1e+07,10,0,100
"Chr08",9600000,10100000,12,0,100
"Chr08",9700000,10200000,14,0,100
"Chr08",9800000,10300000,15,0,100
"Chr08",9900000,10400000,23,0,100
"Chr08",1e+07,10500000,41,0,100
"Chr08",10100000,10600000,53,1,98.11
"Chr08",10200000,10700000,57,1,98.25
"Chr08",10300000,10800000,59,1,98.31
"Chr08",10400000,10900000,51,1,98.04
"Chr08",10500000,1.1e+07,39,1,97.44
"Chr08",10600000,11100000,25,0,100
"Chr08",10700000,11200000,15,0,100
"Chr08",10800000,11300000,12,0,100
"Chr08",10900000,11400000,15,0,100
"Chr08",1.1e+07,11500000,11,0,100
"Chr08",11100000,11600000,10,0,100
"Chr08",11200000,11700000,16,0,100
"Chr08",11300000,11800000,19,0,100
"Chr08",11400000,11900000,16,0,100
"Chr08",11500000,1.2e+07,15,0,100
"Chr08",11600000,12100000,14,0,100
"Chr08",11700000,12200000,8,0,100
"Chr08",11800000,12300000,1,0,100
"Chr08",11900000,12400000,1,0,100
"Chr08",12200000,12700000,2,0,100
"Chr08",12300000,12800000,2,0,100
"Chr08",12400000,12900000,3,0,100
"Chr08",12500000,1.3e+07,3,0,100
"Chr08",12600000,13100000,4,0,100
"Chr08",12700000,13200000,2,0,100
"Chr08",12800000,13300000,2,0,100
"Chr08",12900000,13400000,1,0,100
"Chr08",1.3e+07,13500000,2,0,100
"Chr08",13100000,13600000,1,0,100
"Chr08",13200000,13700000,1,0,100
"Chr08",13300000,13800000,1,0,100
"Chr08",13400000,13900000,1,0,100
"Chr08",13700000,14200000,1,0,100
"Chr08",13800000,14300000,1,0,100
"Chr08",13900000,14400000,1,0,100
"Chr08",1.4e+07,14500000,3,0,100
"Chr08",14100000,14600000,3,0,100
"Chr08",14200000,14700000,2,0,100
"Chr08",14300000,14800000,2,0,100
"Chr08",14400000,14900000,2,0,100
"Chr08",14500000,1.5e+07,1,0,100
"Chr08",14600000,15100000,4,0,100
"Chr08",14700000,15200000,14,0,100
"Chr08",14800000,15300000,14,0,100
"Chr08",14900000,15400000,19,0,100
"Chr08",1.5e+07,15500000,18,0,100
"Chr08",15100000,15600000,19,0,100
"Chr08",15200000,15700000,16,0,100
"Chr08",15300000,15800000,16,0,100
"Chr08",15400000,15900000,11,0,100
"Chr08",15500000,1.6e+07,12,0,100
"Chr08",15600000,16100000,8,0,100
"Chr08",15700000,16200000,1,0,100
"Chr08",15800000,16300000,1,0,100
"Chr08",15900000,16400000,1,0,100
"Chr08",16200000,16700000,1,0,100
"Chr08",16300000,16800000,1,0,100
"Chr08",16400000,16900000,2,0,100
"Chr08",16500000,1.7e+07,5,0,100
"Chr08",16600000,17100000,7,0,100
"Chr08",16700000,17200000,10,0,100
"Chr08",16800000,17300000,10,0,100
"Chr08",16900000,17400000,10,1,90
"Chr08",1.7e+07,17500000,7,1,85.71
"Chr08",17100000,17600000,12,1,91.67
"Chr08",17200000,17700000,19,1,94.74
"Chr08",17300000,17800000,28,2,92.86
"Chr08",17400000,17900000,58,1,98.28
"Chr08",17500000,1.8e+07,59,1,98.31
"Chr08",17600000,18100000,64,1,98.44
"Chr08",17700000,18200000,62,1,98.39
"Chr08",17800000,18300000,56,0,100
"Chr08",17900000,18400000,28,0,100
"Chr08",1.8e+07,18500000,27,0,100
"Chr08",18100000,18600000,17,0,100
"Chr08",18200000,18700000,8,0,100
"Chr08",18300000,18800000,6,0,100
"Chr08",18400000,18900000,5,0,100
"Chr08",18500000,1.9e+07,5,0,100
"Chr08",18600000,19100000,18,1,94.44
"Chr08",18700000,19200000,21,1,95.24
"Chr08",18800000,19300000,24,2,91.67
"Chr08",18900000,19400000,25,3,88
"Chr08",1.9e+07,19500000,29,5,82.76
"Chr08",19100000,19600000,15,5,66.67
"Chr08",19200000,19700000,15,6,60
"Chr08",19300000,19800000,11,5,54.55
"Chr08",19400000,19900000,9,4,55.56
"Chr08",19500000,2e+07,5,2,60
"Chr08",19600000,20100000,4,1,75
"Chr08",19700000,20200000,1,0,100
"Chr08",19800000,20300000,2,0,100
"Chr08",19900000,20400000,2,0,100
"Chr08",2e+07,20500000,5,0,100
"Chr08",20100000,20600000,7,0,100
"Chr08",20200000,20700000,10,0,100
"Chr08",20300000,20800000,9,0,100
"Chr08",20400000,20900000,11,1,90.91
"Chr08",20500000,2.1e+07,15,1,93.33
"Chr08",20600000,21100000,30,1,96.67
"Chr08",20700000,21200000,34,1,97.06
"Chr08",20800000,21300000,40,1,97.5
"Chr08",20900000,21400000,39,0,100
"Chr08",2.1e+07,21500000,36,0,100
"Chr08",21100000,21600000,39,0,100
"Chr08",21200000,21700000,43,0,100
"Chr08",21300000,21800000,42,0,100
"Chr08",21400000,21900000,43,0,100
"Chr08",21500000,2.2e+07,42,0,100
"Chr08",21600000,22100000,23,0,100
"Chr08",21700000,22200000,14,0,100
"Chr08",21800000,22300000,14,0,100
"Chr08",21900000,22400000,19,0,100
"Chr08",2.2e+07,22500000,21,0,100
"Chr08",22100000,22600000,21,0,100
"Chr08",22200000,22700000,21,0,100
"Chr08",22300000,22800000,21,0,100
"Chr08",22400000,22900000,23,0,100
"Chr08",22500000,2.3e+07,30,0,100
"Chr08",22600000,23100000,34,0,100
"Chr08",22700000,23200000,46,0,100
"Chr08",22800000,23300000,55,0,100
"Chr08",22900000,23400000,61,3,95.08
"Chr08",2.3e+07,23500000,58,4,93.1
"Chr08",23100000,23600000,53,4,92.45
"Chr08",23200000,23700000,45,4,91.11
"Chr08",23300000,23800000,33,4,87.88
"Chr08",23400000,23900000,18,1,94.44
"Chr08",23500000,2.4e+07,17,0,100
"Chr08",23600000,24100000,24,0,100
"Chr08",23700000,24200000,21,0,100
"Chr08",23800000,24300000,25,0,100
"Chr08",23900000,24400000,25,0,100
"Chr08",2.4e+07,24500000,21,0,100
"Chr08",24100000,24600000,14,0,100
"Chr08",24200000,24700000,13,0,100
"Chr08",24300000,24800000,7,0,100
"Chr08",24400000,24900000,13,3,76.92
"Chr08",24500000,2.5e+07,19,6,68.42
"Chr08",24600000,25100000,33,6,81.82
"Chr08",24700000,25200000,40,6,85
"Chr08",24800000,25300000,48,6,87.5
"Chr08",24900000,25400000,48,5,89.58
"Chr08",2.5e+07,25500000,45,2,95.56
"Chr08",25100000,25600000,39,3,92.31
"Chr08",25200000,25700000,37,4,89.19
"Chr08",25300000,25800000,35,4,88.57
"Chr08",25400000,25900000,32,2,93.75
"Chr08",25500000,2.6e+07,25,2,92
"Chr08",25600000,26100000,17,1,94.12
"Chr08",25700000,26200000,16,0,100
"Chr08",25800000,26300000,13,0,100
"Chr08",25900000,26400000,9,0,100
"Chr08",2.6e+07,26500000,11,0,100
"Chr08",26100000,26600000,12,0,100
"Chr08",26200000,26700000,6,0,100
"Chr08",26300000,26800000,3,0,100
"Chr08",26400000,26900000,6,1,83.33
"Chr08",26500000,2.7e+07,4,1,75
"Chr08",26600000,27100000,3,1,66.67
"Chr08",26700000,27200000,3,1,66.67
"Chr08",26800000,27300000,10,1,90
"Chr08",26900000,27400000,12,0,100
"Chr08",2.7e+07,27500000,22,0,100
"Chr08",27100000,27600000,25,0,100
"Chr08",27200000,27700000,32,0,100
"Chr08",27300000,27800000,30,0,100
"Chr08",27400000,27900000,28,0,100
"Chr08",27500000,2.8e+07,31,0,100
"Chr08",27600000,28100000,35,0,100
"Chr08",27700000,28200000,37,0,100
"Chr08",27800000,28300000,35,0,100
"Chr08",27900000,28400000,33,0,100
"Chr08",2.8e+07,28500000,21,0,100
"Chr08",28100000,28600000,14,0,100
"Chr08",28200000,28700000,5,0,100
"Chr08",28300000,28800000,2,0,100
"Chr08",28400000,28900000,1,0,100
"Chr09",2e+05,7e+05,3,0,100
"Chr09",3e+05,8e+05,15,0,100
"Chr09",4e+05,9e+05,18,0,100
"Chr09",5e+05,1e+06,26,0,100
"Chr09",6e+05,1100000,28,0,100
"Chr09",7e+05,1200000,31,0,100
"Chr09",8e+05,1300000,23,0,100
"Chr09",9e+05,1400000,34,0,100
"Chr09",1e+06,1500000,48,0,100
"Chr09",1100000,1600000,47,0,100
"Chr09",1200000,1700000,45,0,100
"Chr09",1300000,1800000,57,0,100
"Chr09",1400000,1900000,47,0,100
"Chr09",1500000,2e+06,28,0,100
"Chr09",1600000,2100000,44,0,100
"Chr09",1700000,2200000,48,0,100
"Chr09",1800000,2300000,36,0,100
"Chr09",1900000,2400000,37,0,100
"Chr09",2e+06,2500000,40,0,100
"Chr09",2100000,2600000,31,0,100
"Chr09",2200000,2700000,26,0,100
"Chr09",2300000,2800000,24,0,100
"Chr09",2400000,2900000,23,0,100
"Chr09",2500000,3e+06,27,1,96.3
"Chr09",2600000,3100000,25,1,96
"Chr09",2700000,3200000,33,1,96.97
"Chr09",2800000,3300000,38,1,97.37
"Chr09",2900000,3400000,44,1,97.73
"Chr09",3e+06,3500000,41,0,100
"Chr09",3100000,3600000,40,0,100
"Chr09",3200000,3700000,51,1,98.04
"Chr09",3300000,3800000,66,1,98.48
"Chr09",3400000,3900000,69,1,98.55
"Chr09",3500000,4e+06,81,1,98.77
"Chr09",3600000,4100000,81,1,98.77
"Chr09",3700000,4200000,62,0,100
"Chr09",3800000,4300000,58,1,98.28
"Chr09",3900000,4400000,51,1,98.04
"Chr09",4e+06,4500000,35,1,97.14
"Chr09",4100000,4600000,34,1,97.06
"Chr09",4200000,4700000,44,3,93.18
"Chr09",4300000,4800000,28,2,92.86
"Chr09",4400000,4900000,22,2,90.91
"Chr09",4500000,5e+06,20,2,90
"Chr09",4600000,5100000,16,2,87.5
"Chr09",4700000,5200000,3,0,100
"Chr09",4800000,5300000,1,0,100
"Chr09",4900000,5400000,1,0,100
"Chr09",5300000,5800000,1,0,100
"Chr09",5400000,5900000,14,4,71.43
"Chr09",5500000,6e+06,26,7,73.08
"Chr09",5600000,6100000,38,12,68.42
"Chr09",5700000,6200000,38,12,68.42
"Chr09",5800000,6300000,41,14,65.85
"Chr09",5900000,6400000,29,10,65.52
"Chr09",6e+06,6500000,17,7,58.82
"Chr09",6100000,6600000,12,2,83.33
"Chr09",6200000,6700000,20,3,85
"Chr09",6300000,6800000,28,1,96.43
"Chr09",6400000,6900000,27,1,96.3
"Chr09",6500000,7e+06,42,1,97.62
"Chr09",6600000,7100000,45,1,97.78
"Chr09",6700000,7200000,41,0,100
"Chr09",6800000,7300000,30,0,100
"Chr09",6900000,7400000,30,0,100
"Chr09",7e+06,7500000,16,0,100
"Chr09",7100000,7600000,6,0,100
"Chr09",7200000,7700000,3,0,100
"Chr09",7300000,7800000,3,0,100
"Chr09",7400000,7900000,3,0,100
"Chr09",7500000,8e+06,3,0,100
"Chr09",7600000,8100000,3,0,100
"Chr09",7700000,8200000,9,0,100
"Chr09",7800000,8300000,8,0,100
"Chr09",7900000,8400000,8,0,100
"Chr09",8e+06,8500000,7,0,100
"Chr09",8100000,8600000,8,0,100
"Chr09",8200000,8700000,1,0,100
"Chr09",8300000,8800000,5,0,100
"Chr09",8400000,8900000,9,2,77.78
"Chr09",8500000,9e+06,22,5,77.27
"Chr09",8600000,9100000,26,5,80.77
"Chr09",8700000,9200000,29,5,82.76
"Chr09",8800000,9300000,26,5,80.77
"Chr09",8900000,9400000,24,3,87.5
"Chr09",9e+06,9500000,12,0,100
"Chr09",9100000,9600000,12,0,100
"Chr09",9200000,9700000,9,0,100
"Chr09",9300000,9800000,8,0,100
"Chr09",9400000,9900000,6,0,100
"Chr09",9500000,1e+07,5,0,100
"Chr09",11300000,11800000,4,0,100
"Chr09",11400000,11900000,4,0,100
"Chr09",11500000,1.2e+07,8,0,100
"Chr09",11600000,12100000,8,0,100
"Chr09",11700000,12200000,8,0,100
"Chr09",11800000,12300000,5,0,100
"Chr09",11900000,12400000,16,9,43.75
"Chr09",1.2e+07,12500000,25,11,56
"Chr09",12100000,12600000,28,11,60.71
"Chr09",12200000,12700000,29,11,62.07
"Chr09",12300000,12800000,33,13,60.61
"Chr09",12400000,12900000,26,4,84.62
"Chr09",12500000,1.3e+07,16,2,87.5
"Chr09",12600000,13100000,13,2,84.62
"Chr09",12700000,13200000,12,2,83.33
"Chr09",12800000,13300000,12,0,100
"Chr09",12900000,13400000,19,0,100
"Chr09",1.3e+07,13500000,17,0,100
"Chr09",13100000,13600000,34,0,100
"Chr09",13200000,13700000,38,0,100
